txn_date,Unnamed: 0,id,company_id,open,high,low,close,vol,month,day,day_of_month
2010-09-20,0,285400,5,13.0,13.1,12.5,12.6,10323500.0,9,0,20
2010-09-21,1,285401,5,12.8,13.2,12.7,12.9,3327500.0,9,1,21
2010-09-22,2,285402,5,13.0,13.4,12.9,13.0,2765500.0,9,2,22
2010-09-23,3,285403,5,13.3,13.4,13.0,13.0,2329000.0,9,3,23
2010-09-26,4,285404,5,13.0,13.2,12.8,12.8,1608500.0,9,6,26
2010-09-27,5,285405,5,12.7,13.0,12.6,12.6,1332000.0,9,0,27
2010-09-28,6,285406,5,12.6,12.8,12.5,12.5,1293500.0,9,1,28
2010-09-29,7,285407,5,12.5,12.6,11.5,12.3,1130500.0,9,2,29
2010-09-30,8,285408,5,12.1,12.4,12.1,12.1,791500.0,9,3,30
2010-10-03,9,285409,5,12.4,12.5,11.8,11.8,1189500.0,10,6,3
2010-10-04,10,285410,5,12.0,12.0,11.7,11.8,882500.0,10,0,4
2010-10-05,11,285411,5,11.8,12.7,11.6,12.2,1354500.0,10,1,5
2010-10-06,12,285412,5,12.6,13.0,12.2,12.4,1925500.0,10,2,6
2010-10-07,13,285413,5,12.2,12.4,11.7,11.9,1081500.0,10,3,7
2010-10-10,14,285414,5,11.7,12.0,11.7,11.7,996500.0,10,6,10
2010-10-11,15,285415,5,11.7,11.9,11.6,11.7,910500.0,10,0,11
2010-10-12,16,285416,5,11.7,11.9,11.6,11.6,772500.0,10,1,12
2010-10-13,17,285417,5,11.6,11.9,11.5,11.7,1275500.0,10,2,13
2010-10-14,18,285418,5,11.6,12.0,11.6,11.7,1356500.0,10,3,14
2010-10-18,19,285419,5,11.6,12.2,11.6,11.6,1613500.0,10,0,18
2010-10-19,20,285420,5,11.6,11.7,11.4,11.4,1557000.0,10,1,19
2010-10-20,21,285421,5,11.4,11.5,11.3,11.4,893000.0,10,2,20
2010-10-21,22,285422,5,11.5,11.5,11.2,11.2,771500.0,10,3,21
2010-10-24,23,285423,5,11.2,11.4,11.1,11.1,869000.0,10,6,24
2010-10-25,24,285424,5,11.1,11.3,11.0,11.0,942000.0,10,0,25
2010-10-26,25,285425,5,11.2,11.2,10.8,10.9,866500.0,10,1,26
2010-10-27,26,285426,5,10.9,11.0,10.6,10.7,816500.0,10,2,27
2010-10-28,27,285427,5,10.6,11.0,10.5,10.6,672000.0,10,3,28
2010-10-31,28,285428,5,10.6,10.9,10.5,10.5,802500.0,10,6,31
2010-11-01,29,285429,5,10.6,10.8,10.4,10.5,794000.0,11,0,1
2010-11-02,30,285430,5,10.7,10.7,10.3,10.4,781500.0,11,1,2
2010-11-03,31,285431,5,10.4,10.5,10.3,10.3,809500.0,11,2,3
2010-11-04,32,285432,5,10.6,12.0,10.6,10.9,1538500.0,11,3,4
2010-11-07,33,285433,5,11.0,11.1,10.4,10.5,641000.0,11,6,7
2010-11-08,34,285434,5,10.4,10.6,10.3,10.3,675000.0,11,0,8
2010-11-09,35,285435,5,10.3,10.5,10.0,10.1,901500.0,11,1,9
2010-11-10,36,285436,5,10.1,10.4,10.1,10.1,709000.0,11,2,10
2010-11-11,37,285437,5,10.1,10.3,10.0,10.1,463000.0,11,3,11
2010-11-14,38,285438,5,10.3,10.3,10.0,10.1,498500.0,11,6,14
2010-11-15,39,285439,5,10.0,10.2,10.0,10.1,684000.0,11,0,15
2010-11-21,40,285440,5,10.0,10.2,9.9,10.1,661500.0,11,6,21
2010-11-22,41,285441,5,10.0,10.2,9.9,10.0,1030500.0,11,0,22
2010-11-23,42,285442,5,10.0,10.1,9.9,9.9,795000.0,11,1,23
2010-11-24,43,285443,5,9.9,10.1,9.9,10.0,654500.0,11,2,24
2010-11-25,44,285444,5,10.0,10.5,9.9,10.3,1424000.0,11,3,25
2010-11-28,45,285445,5,10.6,11.1,10.5,10.7,2163000.0,11,6,28
2010-11-29,46,285446,5,10.4,10.9,10.4,10.4,1382500.0,11,0,29
2010-11-30,47,285447,5,10.2,10.5,10.1,10.1,682500.0,11,1,30
2010-12-01,48,285448,5,10.1,10.3,10.0,10.1,772000.0,12,2,1
2010-12-02,49,285449,5,10.1,10.2,9.9,9.9,808500.0,12,3,2
2010-12-05,50,285450,5,9.9,10.2,9.9,10.0,1284500.0,12,6,5
2010-12-06,51,285451,5,9.9,10.5,9.9,10.1,1404500.0,12,0,6
2010-12-07,52,285452,5,10.5,10.5,9.9,10.1,1340500.0,12,1,7
2010-12-08,53,285453,5,10.4,10.4,9.9,10.0,1315000.0,12,2,8
2010-12-09,54,285454,5,10.1,12.0,10.1,11.7,5651500.0,12,3,9
2010-12-12,55,285455,5,11.8,12.8,11.3,12.0,6816500.0,12,6,12
2010-12-13,56,285456,5,11.5,12.0,10.9,11.4,2181500.0,12,0,13
2010-12-14,57,285457,5,11.0,12.3,11.0,12.0,4691500.0,12,1,14
2010-12-15,58,285458,5,12.3,12.6,11.7,11.9,7047500.0,12,2,15
2010-12-19,59,285459,5,12.1,12.3,10.7,10.8,2030500.0,12,6,19
2010-12-20,60,285460,5,11.5,11.5,10.6,10.9,1796500.0,12,0,20
2010-12-21,61,285461,5,11.0,11.1,10.6,10.9,1472500.0,12,1,21
2010-12-22,62,285462,5,11.5,11.9,11.1,11.7,2901500.0,12,2,22
2010-12-23,63,285463,5,11.9,12.0,11.4,11.5,2852500.0,12,3,23
2010-12-26,64,285464,5,11.6,11.8,11.2,11.4,2746500.0,12,6,26
2010-12-27,65,285465,5,11.5,11.5,11.0,11.2,1249000.0,12,0,27
2010-12-28,66,285466,5,11.0,11.7,11.0,11.3,1698500.0,12,1,28
2010-12-29,67,285467,5,11.7,12.3,11.2,12.0,3987000.0,12,2,29
2010-12-30,68,285468,5,12.3,13.9,12.3,13.0,9623500.0,12,3,30
2011-01-02,69,345396,5,13.0,13.3,12.0,12.1,4048000.0,1,6,2
2011-01-03,70,345397,5,12.0,12.4,12.0,12.2,1667500.0,1,0,3
2011-01-04,71,345398,5,12.4,12.5,11.9,12.0,2683500.0,1,1,4
2011-01-05,72,345399,5,12.0,12.2,11.7,11.8,1870500.0,1,2,5
2011-01-06,73,345400,5,11.8,12.2,11.5,11.6,2422500.0,1,3,6
2011-01-09,74,345401,5,11.6,11.8,9.9,10.4,3433000.0,1,6,9
2011-01-10,75,345402,5,10.1,10.4,10.0,10.1,372000.0,1,0,10
2011-01-11,76,345403,5,11.1,12.1,10.6,12.0,5331500.0,1,1,11
2011-01-12,77,345404,5,12.3,12.5,11.2,11.5,3611000.0,1,2,12
2011-01-13,78,345405,5,11.2,11.8,11.2,11.5,1592500.0,1,3,13
2011-01-16,79,345406,5,11.5,11.5,10.8,11.0,3476000.0,1,6,16
2011-01-17,80,345407,5,11.5,11.5,10.9,11.0,1472000.0,1,0,17
2011-01-18,81,345408,5,11.0,11.1,10.8,10.8,580500.0,1,1,18
2011-01-19,82,345409,5,11.5,11.5,10.5,10.7,874000.0,1,2,19
2011-01-20,83,345410,5,10.1,10.1,9.9,10.0,96000.0,1,3,20
2011-01-25,84,345411,5,10.9,11.0,10.6,11.0,855000.0,1,1,25
2011-01-26,85,345412,5,11.5,11.5,11.1,11.1,1475500.0,1,2,26
2011-01-27,86,345413,5,11.0,11.0,10.7,10.7,1300000.0,1,3,27
2011-01-30,87,345414,5,10.7,11.2,10.7,11.0,1683000.0,1,6,30
2011-01-31,88,345415,5,11.1,11.1,10.7,10.7,1537000.0,1,0,31
2011-02-01,89,345416,5,10.7,10.8,10.5,10.5,1427000.0,2,1,1
2011-02-02,90,345417,5,10.5,10.7,10.4,10.4,993000.0,2,2,2
2011-02-03,91,345418,5,10.5,10.6,10.2,10.4,1450000.0,2,3,3
2011-02-06,92,345419,5,10.3,10.4,10.0,10.1,1637500.0,2,6,6
2011-02-07,93,345420,5,10.1,10.2,9.9,10.0,1558000.0,2,0,7
2011-02-08,94,345421,5,10.2,10.7,9.9,10.5,1133500.0,2,1,8
2011-02-09,95,345422,5,10.6,10.7,10.1,10.1,1193500.0,2,2,9
2011-02-10,96,345423,5,10.1,10.3,9.9,9.9,1231500.0,2,3,10
2011-02-13,97,345424,5,9.9,10.0,9.5,9.7,1578500.0,2,6,13
2011-02-14,98,345425,5,9.6,9.6,8.8,8.9,1116000.0,2,0,14
2011-02-15,99,345426,5,9.4,9.7,8.9,9.6,1564000.0,2,1,15
2011-02-20,100,345427,5,9.8,10.3,9.8,10.1,1084500.0,2,6,20
2011-02-23,101,345428,5,9.6,9.8,9.4,9.6,1106500.0,2,2,23
2011-02-24,102,345429,5,9.5,9.6,9.0,9.1,1438500.0,2,3,24
2011-02-27,103,345430,5,9.1,9.3,8.5,8.7,1759500.0,2,6,27
2011-02-28,104,345431,5,8.9,9.3,8.4,8.5,1463500.0,2,0,28
2011-03-01,105,345432,5,9.0,9.3,9.0,9.3,840000.0,3,1,1
2011-03-02,106,345433,5,9.8,9.8,8.8,8.8,1418000.0,3,2,2
2011-03-03,107,345434,5,8.8,9.3,8.6,9.0,750500.0,3,3,3
2011-03-06,108,345435,5,9.3,9.4,8.8,9.1,602500.0,3,6,6
2011-03-07,109,345436,5,9.4,9.6,9.1,9.3,1195500.0,3,0,7
2011-03-08,110,345437,5,9.2,9.8,9.2,9.6,1576500.0,3,1,8
2011-03-09,111,345438,5,9.4,10.0,9.4,9.9,2002500.0,3,2,9
2011-03-10,112,345439,5,9.5,10.3,9.5,10.1,1969000.0,3,3,10
